ID;PartNumber;Description;Size;Status;Value
1387;3060B;FRANGELICO W 2 CUPS;750 ML;H; 78.17 
1388;3061B;MOLLY S IRISH W/GLS N/A;750 ML;D; 55.05 
1389;3062B;RAYNAL W GLASSES;750 ML;D; 5.81 
1390;3063B;FORTY CREEK W GLASSES;750 ML;H; 95.98 
1391;3064B;COURVOISIER VSOP W SHAKER;750 ML;X; 85.44 
1392;3065H;BELVEDERE W 2 GLASSES;1.75 L;D; 80.77 
1393;3066B;BROKERS GIN GIFT PACK;750 ML;D; 7.04 
1394;3067B;SAUZA HORNITOS PLATA W/GLA;750 ML;H; 45.02 
1395;3068B;JOSE CUERVO GOLD W MIX;750 ML;T; 45.98 
1396;3069B;GLENFIDDICH W GLASS;750 ML;H; 11.95 
1397;3070B;PATRON REPOSADO W POKER ST;750 ML;D; 84.69 
1398;3071B;CAZADORES REPOSADO W SHOT;750 ML;H; 2.63 
1399;3072B;CAZADORES ANEJO W 2 GLS;750 ML;D; 22.67 
1400;3073B;GREY GOOSE W SHAKER;750 ML;H; 37.57 
1401;3074B;"GREY GOOSE L""ORANGE W SHAK";750 ML;D; 95.65 
1402;3075B;GENTLEMAN JACK W 2 GLASSES;750 ML;H; 91.80 
1403;3076B;CROWN ROYAL RSV W GLASSES;750 ML;H; 8.81 
1404;3078B;SAUZA HORNITOS W FLASK;750 ML;X; 14.77 
1405;3079B;NEW AMSTERDAM GIN W GLS;750 ML;H; 66.46 
1406;3080B;ST BRENDANS IR CREAM W MUG;750 ML;D; 99.94 
1407;3081B;DRAMBUIE W GLASSES;750 ML;D; 66.99 
1408;3084B;HERRADURA SIL TEQUILA W SH;750 ML;D; 93.20 
1409;3085B;CHAMBORD LIQ W 2 GLS;750 ML;H; 68.38 
1410;3085E;CHAMBORD LIQ W 2 GLS;375 ML;D; 41.75 
1411;3086B;KETEL ONE CITROEN W SHAKER;750 ML;D; 11.17 
1412;3087B;DON JULIO BLANCO W GLASSES;750 ML;D; 24.13 
1413;3088B;TARANTULA AZUL W GLASSES;750 ML;H; 4.38 
1414;3089B;RED STAG W SHOT GLASSES;750 ML;D; 11.18 
1415;3090B;CANADIAN CLUB W FLASK;750 ML;H; 95.72 
1416;3091B;TUACA W 2 SHOT GLASSES;750 ML;D; 98.06 
1417;3092B;WOODFORD RESERVE W/GLASSES;750 ML;D; 24.18 
1418;3093B;KAMORA COFFEE LIQ W MUG;750 ML;D; 59.90 
1419;3094B;TULLAMORE DEW W/2 GLASSES;750 ML;D; 19.60 
1420;3095B;CRYSTAL HEAD VODKA W/ 2 GL;750 ML;H; 52.83 
1421;3096B;JACK DANIEL S W/ORNAMENT;750 ML;H; 85.86 
1422;3097B;CHAMBORD LIQ W/2 BOWLS;750 ML;H; 61.36 
1423;3099D;BAILEY S CANDY CANE 4 PK;200 ML;H; 82.70 
1424;3100H;JOSE CUERVO ESP W MARGARIT;1.75 L;T; 61.99 
1425;3101H;SMIRNOFF VODKA W CRAN JUIC;1.75 L;T; 95.36 
1426;5004F;M & R DRY VERM N/A;50 ML;D; 76.54 
1427;5009B;JOHNNIE WALKER GOLD LABEL;750 ML;L; 73.87 
1428;5016H;EMMETS IRISH CREAM;1.75 L;S; 24.94 
1429;5018H;REMY MARTIN LOUIS XIII;1.75 L;S; 57.66 
1430;5021B;JAGERMEISTER LIQUEUR;750 ML;H; 61.59 
1431;5021D;JAGERMEISTER LIQUEUR;200 ML;D; 55.78 
1432;5024H;BOLS TRIPLE SEC;1.75 L;L; 61.57 
1433;5031B;CLEAR CREEK GRAPPA P. GRIS;750 ML;L; 50.83 
1434;5031E;CLEAR CREEK GRAPPA P. GRIS;375 ML;L; 38.14 
1435;5033F;BARENJAGER LIQUEUR N/A;50 ML;D; 93.32 
1436;5036B;GLENFIDDICH STAG HEAD;750 ML;D; 86.03 
1437;5038D;RUMPLE MINZE;200 ML;S; 49.81 
1438;5054F;MIDORI MELON LIQUEUR;50 ML;T; 38.89 
1439;5056F;BLACK HAUS BLKBRY SCHNAPPS;50 ML;S; 64.83 
1440;5063F;MAKERS MARK;50 ML;L; 33.60 
1441;5064B;GRAND MARNIER CENTENAIRE;750 ML;T; 79.08 
1442;5065B;GRAND MARNIER CENTCINQUANT;750 ML;S; 94.19 
1443;5066H;GLENFIDDICH  USE 6922H;1.75 L;S; 35.93 
1444;5068B;EL TESORO ANEJO;750 ML;L; 15.88 
1445;5069B;EL TESORO PLATINUM TEQUILA;750 ML;L; 17.73 
1446;5071B;CENTINELA REPOSADO TEQ.;750 ML;S; 17.98 
1447;5077B;DR. MCGILLICUDDYS M.M.;750 ML;S; 24.61 
1448;5083B;CRISTALL VODKA N/A;750 ML;X; 14.89 
1449;5084B;HENNESSY RICHARD COGN NA;750 ML;X; 96.15 
1450;5091D;DEKUYPER PEPPERMINT SCHNAP;200 ML;S; 79.42 
1451;5106H;DEKUYPER BUTTERSHOTS;1.75 L;S; 59.21 
1452;5112H;J W DANT BIB;1.75 L;S; 71.32 
1453;5116D;WILD TURKEY 101.0;200 ML;S; 64.75 
1454;5118D;GRAND MARNIER;200 ML;S; 62.99 
1455;5120F;BUSHMILLS IRISH WHISKEY;50 ML;S; 18.71 
1456;5126B;DEKUYPER CRANBERRY N/A;750 ML;X; 6.94 
1457;5128F;TUACA LIQUORE ITALIANO;50 ML;T; 24.80 
1458;5131H;DON PEDRO BRANDY;1.75 L;X; 93.98 
1459;5148F;GENTLEMAN JACK;50 ML;T; 66.81 
1460;5176F;CROWN ROYAL SPECIAL RESERV;50 ML;R; 56.48 
1461;5184H;HENRY MCKENNA;1.75 L;S; 20.35 
1462;5322H;CANADIAN CLUB RESERVE;1.75 L;S; 92.87 
1463;5332H;CLUNY SCOTCH CLASSIC;1.75 L;S; 57.91 
1464;5353H;JOHN BARR RED SCOTCH N/A;1.75 L;D; 52.41 
1465;5357F;JOHNNIE WALKER BLACK;50 ML;S; 28.23 
1466;5368H;FAMOUS GROUSE SCOTCH;1.75 L;L; 21.19 
1467;5383F;CHIVAS REGAL SCOTCH;50 ML;S; 37.00 
1468;5391E;JAMESON IRISH WHISKEY;375 ML;L; 64.03 
1469;5391F;JAMESON IRISH WHISKEY;50 ML;T; 87.13 
1470;5391H;JAMESON IRISH WHISKEY;1.75 L;C; 89.90 
1471;5409E;E & J GALLO VSOP;375 ML;R; 32.55 
1472;5409F;E & J GALLO VSOP;50 ML;D; 16.78 
1473;5418D;PAUL MASSON GRANDE AMBER;200 ML;C; 54.66 
1474;5418E;PAUL MASSON GRANDE AMBER;375 ML;S; 84.54 
1475;5436D;HENNESSY VS COGNAC;200 ML;R; 91.49 
1476;5437F;MARTELL V.S. COGNAC;50 ML;S; 21.10 
1477;5439D;COURVOISIER VS COGNAC;200 ML;S; 17.03 
1478;5441E;CLEAR CREEK BLUE PLUM BRAN;375 ML;L; 40.82 
1479;5443E;REMY MARTIN VSOP;375 ML;L; 89.35 
1480;5445H;CLEAR CREEK HI PROOF GRAPE;1.75 L;S; 46.46 
1481;5446H;CLEAR CREEK HI PR 152 N/A;1.75 L;D; 80.19 
1482;5478H;CAPT. MORGAN SILVER SPICED;1.75 L;S; 76.33 
1483;5533H;BOODLES BRITISH GIN;1.75 L;S; 27.06 
1484;5534D;TANQUERAY GIN;200 ML;S; 12.42 
1485;5540F;BOMBAY SAPPHIRE GIN;50 ML;S; 21.19 
1486;5590F;M & R SWEET VERMOUTH NA;50 ML;X; 69.02 
1487;5636F;GREY GOOSE VODKA;50 ML;L; 16.50 
1488;5647F;SKYY CITRUS VODKA N/A;50 ML;D; 67.58 
1489;5652F;VOX VODKA;50 ML;S; 15.57 
1490;5800B;CAMPO DE ENCANTO PISCO;750 ML;L; 98.20 
1491;5801B;VERMONT WHITE VODKA;750 ML;S; 14.32 
1492;5802B;ILEGAL MEZCAL ANEJO N/A;750 ML;D; 74.78 
1493;5803B;ILEGAL MEZCAL JOVEN N/A;750 ML;D; 49.56 
1494;5804B;DOS MADERAS RUM N/A;750 ML;D; 10.89 
1495;5805B;DOS MADERAS PX RUM;750 ML;S; 78.12 
1496;5806B;HEERING COFFEE LIQ N/A;750 ML;D; 13.90 
1497;5807B;DON AMADO MEZCAL REP N/A;750 ML;D; 31.05 
1498;5808B;DON AMADO MEZCAL PLAT N/A;750 ML;D; 88.63 
1499;5809B;DON AMADO MEZCAL AN N/A;750 ML;D; 5.92 
1500;5810B;DOWNSLOPE CANE VODKA NA;750 ML;X; 99.99 
1501;5811B;DOWNSLOPE GRAIN VOD N/A;750 ML;D; 99.26 
1502;5812B;DOWNSLOPE WHITE RUM N/A;750 ML;D; 89.45 
1503;5813B;DOWNSLOPE GOLD RUM N/A;750 ML;D; 52.66 
1504;5814B;DOWNSLOPE VANILLA RUM N/A;750 ML;D; 92.02 
1505;5815B;DOWNSLOPE PEPPER VODKA NA;750 ML;X; 30.51 
1506;5816B;DOWNSLOPE WINE BARREL RUM;750 ML;S; 16.11 
1507;5817B;DOWNSLOPE DBL DIA. WHI;750 ML;S; 51.11 
1508;5818B;HEADLONG WHITE DOG WHISKEY;750 ML;L; 18.43 
1509;5819B;PEABODY JONES ORGANIC VODK;750 ML;L; 97.98 
1510;5820B;NOVO FOGO CACHACA SILVER;750 ML;S; 24.02 
1511;5820F;NOVO FOGO CACHACA SILVER;50 ML;S; 58.57 
1512;5821B;NOVO FOGO CACHACA GOLD;750 ML;S; 94.49 
1513;5821F;NOVO FOGO CACHACA GOLD;50 ML;S; 67.67 
1514;5822B;FRESHWATER MICH AMB N/A;750 ML;D; 30.12 
1515;5823B;HATTER ROYALE LIQ N/A;750 ML;D; 36.26 
1516;5824B;KNICKERBOCKER GIN N/A;750 ML;D; 94.67 
1517;5825E;HUDSON CORN WHISK N/A;375 ML;D; 45.51 
1518;5826E;HUDSON S. MALT WHIS N/A;375 ML;D; 92.76 
1519;5827E;FAIR CAFE LIQUEUR N/A;375 ML;D; 42.15 
1520;5828B;FAIR VODKA;750 ML;S; 25.67 
1521;5828E;FAIR VODKA;375 ML;D; 89.59 
1522;5829B;TEQUILA FORTALEZA ANEJO;750 ML;S; 78.22 
1523;5830B;TEQUILA FORTALEZA BLANCO;750 ML;S; 67.45 
1524;5831B;TEQUILA FORTALEZA REPOSADO;750 ML;S; 53.20 
1525;5832B;BLOCK & TACKLE MOON N/A;750 ML;D; 55.08 
1526;5833B;CHILEAN STYLE BRANDY N/A;750 ML;D; 64.40 
1527;5834B;85 LASHES RUM N/A;750 ML;D; 92.51 
1528;5835B;W.H. HARRISON INDIANA WHIS;750 ML;S; 49.49 
1529;5836B;W.H. HARRISON GOVERNOR S;750 ML;S; 98.39 
1530;5837B;REGIONAL ANEJO TEQUILA;750 ML;S; 34.16 
1531;5838B;REGIONAL REPOSADO TEQUILA;750 ML;S; 10.60 
1532;5839B;REGIONAL BLANCO TEQ N/A;750 ML;D; 14.54 
1533;5840B;SOMBRA MEZCAL;750 ML;S; 39.61 
1534;5841B;WHISTLEPIG STRAIGHT RYE WH;750 ML;S; 43.57 
1535;5842B;NOUVELLE ORLEANS ABSIN N/A;750 ML;D; 23.97 
1536;5843B;BABY BLUE CORN WHIS N/A;750 ML;D; 76.39 
1537;5844B;TEQ. OCHO ANEJO 2010 N/A;750 ML;D; 10.24 
1538;5845B;TEQ. OCHO REP 2008 N/A;750 ML;D; 70.65 
1539;5846B;TEQUILA OCHO PLATA 2008;750 ML;S; 8.90 
1540;5847F;TEQUILA OCHO PLATA 2010;50 ML;S; 0.61 
1541;5848B;CORRIDO ANEJO TEQUILA;750 ML;S; 65.54 
1542;5849B;CORRIDO BLANCO TEQUILA;750 ML;S; 27.05 
1543;5850B;CORRIDO REPOSADO TEQUILA;750 ML;S; 21.64 
1544;5851B;CORRIDO EXTRA ANEJO TEQUIL;750 ML;S; 95.76 
1545;5852B;MANANA TEQUILA REP N/A;750 ML;D; 36.23 
1546;5853B;MANANA TEQUILA ANEJO;750 ML;S; 66.72 
1547;5854B;MANANA TEQ BLANCO N/A;750 ML;D; 57.28 
1548;5875F;DON JULIO ANEJO;50 ML;S; 52.72 
1549;5929E;SAUZA HORNITOS TEQUILA;375 ML;R; 52.40 
1550;5959H;DISARONNA AMARETTO;1.75 L;S; 34.42 
1551;5963B;H W AMARETTO & COGNAC;750 ML;S; 93.77 
1552;5996H;KAPALI COFFEE LIQUEUR;1.75 L;S; 71.12 
1553;6001B;ROGUE SPIRITS DARK RUM;750 ML;L; 40.76 
1554;6002B;TORMORE 12 YR;750 ML;S; 66.38 
1555;6003B;SUPERFLY VODKA;750 ML;L; 9.79 
1556;6004B;GLENFIDDICH DIST. EDIT.102;750 ML;T; 38.98 
1557;6005B;VOYANT CHAI CREAM;750 ML;L; 42.88 
1558;6006B;NEW DEAL VODKA;750 ML;L; 48.61 
1559;6007B;MATADOR GOLD TEQUILA;750 ML;C; 22.23 
1560;6007H;MATADOR GOLD TEQUILA;1.75 L;S; 9.26 
1561;6008B;MATADOR BLANCO TEQUILA;750 ML;C; 46.67 
1562;6008H;MATADOR BLANCO TEQUILA;1.75 L;X; 25.92 
1563;6009B;INDIO VODKA;750 ML;L; 40.90 
1564;6010B;CRUZAN RASPBERRY FL. RUM;750 ML;C; 2.85 
1565;6011B;GRANDE ABSENTE;750 ML;T; 89.57 
1566;6012B;ABSOLUT APEACH VODKA;750 ML;C; 5.85 
1567;6012F;ABSOLUT APEACH VODKA;50 ML;X; 93.48 
1568;6013B;INDIO LEMONGRASS LIME VODK;750 ML;L; 91.20 
1569;6015B;JUAREZ GOLD TEQUILA;750 ML;C; 5.59 
1570;6015H;JUAREZ GOLD TEQUILA;1.75 L;C; 25.41 
1571;6016B;PORTLAND 88 VODKA;750 ML;R; 13.34 
1572;6016H;PORTLAND 88 VODKA;1.75 L;C; 5.10 
1573;6017B;INDIO OREGON MARIONBERRY V;750 ML;L; 26.05 
1574;6018B;BACARDI BIG APPLE N/A;750 ML;X; 74.84 
1575;6019B;GVORI POLISH VODKA N/A;750 ML;D; 89.72 
1576;6020B;CRUZAN ORANGE FL. RUM N/A;750 ML;X; 72.63 
1577;6021B;DAMIANA LIQUEUR;750 ML;L; 61.24 
1578;6022B;JOSE CUERVO PLATINO LA FAM;750 ML;C; 61.27 
1579;6023B;MACTARNAHAN SINGLE MALT NA;750 ML;D; 90.22 
1580;6024B;BAJA LUNA;750 ML;S; 93.43 
1581;6025B;REMY RED BERRY INFUSION NA;750 ML;D; 46.51 
1582;6026B;LEMONCELLO  (GIOIA);750 ML;L; 42.63 
1583;6027B;BROKER S LONDON DRY GIN;750 ML;R; 28.32 
1584;6027H;BROKER S LONDON DRY GIN;1.75 L;L; 56.68 
1585;6028B;"WHALER S ""VANILLE"" RUM";750 ML;R; 8.83 
1586;6029B;GLENROTHES 1994;750 ML;L; 57.12 
1587;6030B;FINLANDIA LIME VODKA;750 ML;S; 95.70 
1588;6031D;CLUB PINA COLADA;200 ML;S; 34.75 
1589;6032B;MALIBU PASSION FRUIT RUM;750 ML;C; 15.12 
1590;6032F;MALIBU PASSION FRUIT RUM;50 ML;T; 73.99 
1591;6033B;"WHALER S ""KILLER"" COCONUT";750 ML;R; 54.30 
1592;6034B;CABANA BAY PINEAPPLE COCON;750 ML;R; 54.70 
1593;6035B;CABANA BAY WILD CHERRY RUM;750 ML;R; 95.87 
1594;6036B;CABANA BAY VANILLA SPICE;750 ML;D; 14.56 
1595;6037B;WILD TURKEY BOURBON 101;750 ML;R; 17.45 
1596;6037E;WILD TURKEY BOURBON 101;375 ML;R; 79.86 
1597;6037F;WILD TURKEY BOURBON 101;50 ML;R; 7.06 
1598;6037H;WILD TURKEY BOURBON 101;1.75 L;R; 80.07 
1599;6038B;CLEAR CREEK BLACKBERRY LIQ;750 ML;D; 15.86 
1600;6038E;CLEAR CREEK BLACKBERRY LIQ;375 ML;C; 54.33 
1601;6039B;TIA MARIA JAMAICAN COFFEE;750 ML;R; 30.84 
1602;6040B;SINGLETON SINGLE MALT;750 ML;L; 32.20 
1603;6040F;SINGLETON SINGLE MALT;50 ML;T; 58.45 
1604;6041B;CRUZAN 151 RUM;750 ML;L; 40.30 
1605;6042B;CITADELLE GIN;750 ML;L; 21.27 
1606;6043B;PERNOD ANISE LIQUEUR;750 ML;R; 24.32 
1607;6043F;PERNOD ANISE LIQUEUR;50 ML;D; 58.59 
1608;6044B;FIREFLY SWEET TEA VODKA;750 ML;C; 63.99 
1609;6044F;FIREFLY SWEET TEA VODKA;50 ML;T; 11.85 
1610;6045B;CAZADORES ANEJO TEQUILA;750 ML;R; 87.63 
1611;6046B;COQUILA CREAM TEQUILA N/A;750 ML;X; 64.66 
1612;6047A;PIRASSUNUNGA 51 CACHACA;LITER;R; 22.34 
1613;6048B;BLAVOD BLACK VODKA;750 ML;L; 65.36 
1614;6049B;PALLINI RASPICELLO;750 ML;S; 11.42 
1615;6049F;PALLINI RASPICELLO;50 ML;S; 20.55 
1616;6050B;KETEL ONE CITROEN VODKA;750 ML;R; 16.89 
1617;6050E;KETEL ONE CITROEN VODKA;375 ML;S; 94.23 
1618;6050H;KETEL ONE CITROEN VODKA;1.75 L;S; 90.16 
1619;6051B;TUACA LIQUEUR ITALIANO;750 ML;R; 45.62 
1620;6051D;TUACA LIQUEUR ITALIANO;200 ML;L; 63.75 
1621;6051E;TUACA LIQUEUR ITALIANO;375 ML;X; 12.20 
1622;6051H;TUACA LIQUEUR ITALIANO;1.75 L;S; 15.70 
1623;6052B;MONARCH BUTTERSCOTCH SCHNA;750 ML;R; 4.35 
1624;6053B;MILAGRO REPOSADO;750 ML;C; 85.43 
1625;6053H;MILAGRO REPOSADO;1.75 L;S; 67.53 
1626;6054B;MCCORMICK IRISH CREAM;750 ML;C; 0.23 
1627;6055B;REBEL YELL;750 ML;R; 73.81 
1628;6055H;REBEL YELL;1.75 L;S; 41.48 
1629;6056B;PEARL VODKA;750 ML;R; 84.58 
1630;6056H;PEARL VODKA;1.75 L;L; 85.06 
1631;6057B;DESTINEE LIQUEUR N/A;750 ML;X; 91.17 
1632;6058B;COINTREAU NOIR N/A;750 ML;X; 80.20 
1633;6059B;RONRICO PINEAPPLE-COCONUT;750 ML;S; 42.74 
1634;6060B;MILAGRO ANEJO TEQUILA;750 ML;L; 93.67 
1635;6061B;MILAGRO SILVER TEQUILA;750 ML;R; 74.64 
1636;6061H;MILAGRO SILVER TEQUILA;1.75 L;S; 83.82 
1637;6062B;99 BANANAS SCHNAPPS;750 ML;R; 12.86 
1638;6063B;KNAPPOGUE CASTLE;750 ML;L; 85.05 
1639;6064B;MEZZALUNA VODKA;750 ML;L; 5.18 
1640;6065B;UNDERGROUND HERBAL SPIRIT;750 ML;L; 90.61 
1641;6066H;JUAREZ GOLD LIQUEUR;1.75 L;S; 67.25 
1642;6067B;DEWARS SPECIAL RESERVE;750 ML;R; 27.64 
1643;6069B;BURNETT S LIME VODKA;750 ML;C; 38.26 
1644;6070B;CAPTAIN MORGAN TATTOO;750 ML;C; 68.19 
1645;6070H;CAPTAIN MORGAN TATTOO;1.75 L;L; 30.43 
1646;6071B;MAKER S 46;750 ML;L; 99.91 
1647;6073B;BACARDI TORCHED CHERRY;750 ML;L; 26.05 
1648;6073F;BACARDI TORCHED CHERRY;50 ML;T; 7.10 
1649;6074B;BURNETT S FRUIT PUNCH VODK;750 ML;L; 44.54 
1650;6075B;GREEN CHARTREUSE LIQ;750 ML;L; 11.59 
1651;6075E;GREEN CHARTREUSE LIQ;375 ML;R; 49.57 
1652;6076B;HACIENDA DEL CRIST N/A;750 ML;D; 39.83 
1653;6077B;CHARBAY BLOOD ORANGE N/A;750 ML;X; 4.94 
1654;6078B;CHARBAY KEY LIME VODKA N/A;750 ML;X; 7.48 
1655;6079B;CHARBAY MEYER LEMON V.;750 ML;S; 95.27 
1656;6080B;CHARBAY RUBY RED GRPFRT;750 ML;S; 95.10 
1657;6081B;VERMEER CHOC. CREAM N/A;750 ML;X; 34.82 
1658;6082B;REMY MARTIN VS GRAND CRU;750 ML;L; 50.03 
1659;6083B;VANDERMINT GIFT N/A;750 ML;X; 78.76 
1660;6084B;CAZADORES BLANCO TEQUILA;750 ML;C; 76.64 
1661;6085B;WHALER S SPICED RUM;750 ML;L; 82.82 
1662;6086B;PALLINI LIMONCELLO;750 ML;R; 1.09 
1663;6087B;AMARULA CREAM LIQUEUR;750 ML;R; 42.08 
1664;6087F;AMARULA CREAM LIQUEUR;50 ML;S; 76.49 
1665;6088B;DEKUYPER TROP. PINEAPP N/A;750 ML;X; 22.42 
1666;6089B;ALTAY SURPRISE VODKA N/A;750 ML;X; 11.13 
1667;6090B;SHAKESPEARE VODKA  N/A;750 ML;D; 82.44 
1668;6091E;CLEAR CREEK SANGIOVESE;375 ML;L; 22.52 
1669;6092B;MARTIN RYAN VODKA N/A;750 ML;X; 58.68 
1670;6092D;SALVADOR S ORIG. MARGARITA;200 ML;L; 66.11 
1671;6092H;SALVADOR S ORIG. MARGARITA;1.75 L;L; 58.57 
1672;6093B;PINNACLE WHIPPED CRM VODKA;750 ML;L; 95.56 
1673;6093E;PINNACLE WHIPPED CRM VODKA;375 ML;L; 16.07 
1674;6093F;PINNACLE WHIPPED CRM VODKA;50 ML;T; 41.79 
1675;6093H;PINNACLE WHIPPED CRM VODKA;1.75 L;L; 19.34 
1676;6094B;APIA VODKA N/A;750 ML;X; 24.33 
1677;6095B;GRAND MARNIER CORDON;750 ML;R; 44.05 
1678;6095E;GRAND MARNIER CORDON;375 ML;R; 97.21 
1679;6095F;GRAND MARNIER CORDON;50 ML;R; 68.82 
1680;6095H;GRAND MARNIER CORDON;1.75 L;R; 23.20 
1681;6096B;MARIE BRIZARD MANGO P N/A;750 ML;D; 68.19 
1682;6097B;RESERVA ALMENDRADO;750 ML;L; 83.36 
1683;6097F;RESERVA ALMENDRADO;50 ML;D; 53.23 
1684;6098B;GIORI LEMONCILLO CREAM;750 ML;S; 87.48 
1685;6099B;STOLI WHITE POMEGRANIK VOD;750 ML;L; 94.37 
1686;6099F;STOLI WHITE POMEGRANIK VOD;50 ML;T; 9.41 
1687;6100B;VAN GOGH WILD APPEL VODKA;750 ML;S; 59.19 
1688;6101B;BURNETT S CITRUS VODKA;750 ML;R; 30.19 
1689;6101H;BURNETT S CITRUS VODKA;1.75 L;C; 77.71 
1690;6102B;BURNETT S ORANGE VODKA;750 ML;R; 23.68 
1691;6102H;BURNETT S ORANGE VODKA;1.75 L;C; 12.96 
1692;6103B;BURNETT S RASPBERRY VODKA;750 ML;R; 88.56 
1693;6103H;BURNETT S RASPBERRY VODKA;1.75 L;C; 47.84 
1694;6104B;BURNETT S VANILLA VODKA;750 ML;R; 33.54 
1695;6104H;BURNETT S VANILLA VODKA;1.75 L;C; 72.18 
1696;6105B;CROWN ROYAL EXTRA RARE;750 ML;L; 41.89 
1697;6106B;BLACKHEART SPICED RUM;750 ML;L; 63.54 
1698;6107B;SPYKE SUGAR FREE VODKA;750 ML;T; 73.99 
1699;6108B;MALIBU BY U W/MARKERS;750 ML;T; 87.68 
1700;6109B;REDRUM VOODOO SPICED RUM;750 ML;R; 97.40 
1701;6110B;99 APPLES SCHNAPPS;750 ML;L; 23.11 
1702;6111B;MCCORMICK GRAPE VOD;750 ML;X; 80.42 
1703;6112B;CORNER CREEK RESERVE;750 ML;C; 45.96 
1704;6112H;CORNER CREEK RESERVE;1.75 L;T; 2.40 
1705;6113B;IRISH MIST LIQUEUR;750 ML;R; 82.44 
1706;6114H;CHI-CHI S COSMO N/A;1.75 L;D; 9.31 
1707;6115B;CABANA BAY BANANA RUM N/A;750 ML;X; 69.78 
1708;6116B;CABANA BAY STRAWBERRY KIWI;750 ML;D; 25.18 
1709;6117B;CARAVELLA ORANGECELLO;750 ML;L; 25.60 
1710;6118B;BEYOND VODKA;750 ML;L; 25.10 
1711;6119B;WHITE FANG SCHNAPPS N/A;750 ML;X; 23.37 
1712;6120B;EL JIMADOR BLANCO TEQUILA;750 ML;R; 2.05 
1713;6120H;EL JIMADOR BLANCO TEQUILA;1.75 L;L; 43.33 
1714;6121B;LEROUX KIRSCHWASSER;750 ML;R; 46.64 
1715;6122B;BURNETT S COCONUT VODKA;750 ML;R; 31.66 
1716;6123B;BURNETT S SOUR APPLE VODKA;750 ML;R; 82.32 
1717;6124B;CRUZAN VANILLA FL. RUM;750 ML;R; 63.01 
1718;6125B;LISMORE SINGLE MALT SCOTCH;750 ML;R; 85.48 
1719;6126B;BLUE ICE VODKA;750 ML;R; 22.28 
1720;6127B;ADMIRAL NELSON SPICED RUM;750 ML;R; 94.78 
1721;6127H;ADMIRAL NELSON SPICED RUM;1.75 L;C; 79.89 
1722;6128B;CRUZAN MANGO RUM;750 ML;R; 72.04 
1723;6129D;TARANTULA AZUL RTD MARG NA;200 ML;X; 12.92 
1724;6131B;HERENCIA DE PLATA REP  N/A;750 ML;D; 76.55 
1725;6132H;BACARDI CKTL STRBY DAIQUIR;1.75 L;L; 78.15 
1726;6133E;KOENIG APRICOT BRANDY;375 ML;S; 40.96 
1727;6134B;EZRA  B  SINGLE BARREL;750 ML;L; 45.89 
1728;6135H;BACARDI CKTL PINA COLADA;1.75 L;C; 13.09 
1729;6136B;JOSE CUERVO ESPECIAL SILVE;750 ML;R; 18.27 
1730;6136F;JOSE CUERVO ESPECIAL SILVE;50 ML;T; 56.74 
1731;6136H;JOSE CUERVO ESPECIAL SILVE;1.75 L;C; 3.26 
1732;6138H;BACARDI RUM ISLAND ICE TEA;1.75 L;R; 86.17 
1733;6139B;THREE OLIVES CHERRY VODKA;750 ML;C; 14.45 
1734;6139H;THREE OLIVES CHERRY VODKA;1.75 L;T; 59.36 
1735;6140E;KOENIG PEACH BRANDY;375 ML;S; 88.34 
1736;6141B;LIQUID ICE VODKA;750 ML;L; 89.31 
1737;6142H;BACARDI HURRICANE;1.75 L;R; 46.45 
1738;6143B;THREE OLIVES VANILLA VODKA;750 ML;L; 87.78 
1739;6144B;RONRICO VANILLA RUM N/A;750 ML;X; 61.93 
1740;6145B;HANGAR ONE STRAIGHT VODKA;750 ML;L; 73.94 
1741;6146B;BLUE WAVE RASPBERRY VODKA;750 ML;L; 51.64 
1742;6147E;BAILEY S IRISH CREAM;375 ML;L; 79.37 
1743;6148B;RONRICO CITRUS RUM N/A;750 ML;X; 39.84 
1744;6149E;KOENIG PEAR BRANDY;375 ML;S; 56.12 
1745;6150H;BACARDI BAHAMA MAMA;1.75 L;R; 98.12 
1746;6151B;COCKSPUR 12 GOLD RUM;750 ML;L; 74.41 
1747;6152B;FINA ESTAMPA BLANCO N/A;750 ML;D; 45.64 
1748;6153B;E & J CARAMEL TEMPT N/A;750 ML;D; 88.98 
1749;6154B;AFTER SHOCK;750 ML;R; 13.33 
1750;6154E;AFTER SHOCK;375 ML;R; 16.87 
1751;6154F;AFTER SHOCK;50 ML;R; 67.48 
1752;6155B;APPLETON WHITE JAM. RUM;750 ML;C; 15.87 
1753;6156B;E & J CHOCOLATE TEMPTATION;750 ML;L; 35.56 
1754;6157B;SKYY MELON VODKA  N/A;750 ML;X; 4.93 
1755;6157F;SKYY MELON VODKA  N/A;50 ML;D; 73.26 
1756;6158B;DEKUYPER PEACH PUCKER;750 ML;S; 3.23 
1757;6159B;DEKUYPER SOUR APPLE;750 ML;R; 27.07 
1758;6159H;DEKUYPER SOUR APPLE;1.75 L;S; 88.98 
1759;6160B;PINNACLE VODKA;750 ML;C; 16.33 
1760;6160H;PINNACLE VODKA;1.75 L;C; 42.06 
1761;6161B;POTTERS SOUR APPLE SCHNAPP;750 ML;L; 51.87 
1762;6162B;FINA ESTAMPA REP N/A;750 ML;X; 27.57 
1763;6163B;MONARCH VS COGNAC N/A;750 ML;X; 63.61 
